ID,Total Cost per Month,Rental Type,Number of Bedrooms,Postcode,Date Listed,Number of Bathrooms,Number of Living Rooms,Distance to First Public Transport Hub (Miles),First Public Transport Hub Name,Distance to Second Public Transport Hub (Miles),Second Public Transport Hub Name,Cost per Bedroom,Bedrooms to Bathrooms Ratio,Bedrooms to Living Rooms Ratio,Zone
60885834,6500.0,Flat,2.0,sw7,2022-03-02,2.0,1.0,0.2,Gloucester Road,0.4,Earl's Court,3250.0,1.0,2.0,1
62120599,6500.0,Flat,2.0,sw7,2022-08-04,1.0,1.0,0.3,Gloucester Road,0.4,South Kensington,3250.0,2.0,2.0,1
62788509,6500.0,Flat,5.0,sw4,2022-11-02,2.0,2.0,0.2,Clapham South,0.7,Balham,1300.0,2.5,2.5,2
63352279,6500.0,Terraced House,3.0,w1,2022-11-29,2.0,1.0,0.2,Regent's Park,0.3,Great Portland Street,2166.6666666666665,1.5,3.0,1
62783288,6500.0,Flat,2.0,sw1,2022-11-01,2.0,1.0,0.3,Sloane Square,0.4,Knightsbridge,3250.0,1.0,2.0,1
63356079,6500.0,Flat,2.0,sw1,2022-11-29,2.0,1.0,0.2,Sloane Square,0.4,London Victoria,3250.0,1.0,2.0,1
63361793,6500.0,Flat,2.0,sw1,2022-11-30,2.0,1.0,0.2,Sloane Square,0.4,London Victoria,3250.0,1.0,2.0,1
63414194,6500.0,Flat,4.0,sw1,2022-12-07,2.0,1.0,0.2,Victoria,0.3,St. James's Park,1625.0,2.0,4.0,1
63416380,6500.0,Flat,3.0,sw1,2022-12-07,3.0,2.0,0.2,Victoria,0.3,St. James's Park,2166.6666666666665,1.0,1.5,1
63436232,6500.0,Flat,3.0,sw1,2022-12-09,2.0,2.0,0.2,Victoria,0.3,London Victoria,2166.6666666666665,1.5,1.5,1
63450179,6500.0,Flat,1.0,sw1,2022-12-12,1.0,,0.1,Pimlico,0.5,St George Wharf Pier,6500.0,1.0,,1
63458852,6500.0,Flat,2.0,sw1,2022-12-13,2.0,1.0,0.2,Sloane Square,0.5,London Victoria,3250.0,1.0,2.0,1
63460392,6500.0,Flat,2.0,sw1,2022-12-14,2.0,1.0,0.2,Sloane Square,0.5,London Victoria,3250.0,1.0,2.0,1
63469999,6500.0,Flat,2.0,sw1,2022-12-15,2.0,1.0,0.2,Sloane Square,0.4,London Victoria,3250.0,1.0,2.0,1
63471477,6500.0,Flat,2.0,sw1,2022-12-15,2.0,1.0,0.2,Sloane Square,0.5,London Victoria,3250.0,1.0,2.0,1
63473209,6500.0,Flat,3.0,sw1,2022-12-15,1.0,1.0,0.4,Sloane Square,0.6,London Victoria,2166.6666666666665,3.0,3.0,1
63491540,6500.0,Flat,2.0,sw1,2022-12-19,2.0,1.0,0.2,Sloane Square,0.5,Knightsbridge,3250.0,1.0,2.0,1
63406068,6500.0,Terraced House,5.0,sw2,2022-12-06,3.0,,0.6,Herne Hill,0.8,Brixton,1300.0,1.6666666666666667,,2
62837957,6500.0,Flat,3.0,sw2,2022-11-08,3.0,1.0,0.7,Streatham Hill,1.0,Tulse Hill Secured Parking Roof Terrace,2166.6666666666665,1.0,3.0,3
62779913,6500.0,Flat,2.0,sw1,2022-11-01,2.0,1.0,0.2,Sloane Square,0.4,London Victoria,3250.0,1.0,2.0,1
62652391,6500.0,Flat,2.0,sw1,2022-10-14,2.0,1.0,0.2,Sloane Square,0.4,London Victoria,3250.0,1.0,2.0,1
62634573,6500.0,Flat,2.0,sw1,2022-10-12,2.0,1.0,0.2,Sloane Square,0.5,London Victoria,3250.0,1.0,2.0,1
62618289,6500.0,Flat,2.0,sw1,2022-10-11,2.0,1.0,0.3,Sloane Square,0.4,Knightsbridge,3250.0,1.0,2.0,1
63481116,6500.0,Maisonette,2.0,sw6,2022-12-16,1.0,1.0,0.2,Parsons Green,0.5,Putney Bridge,3250.0,2.0,2.0,2
63417376,6500.0,Property,3.0,sw6,2022-12-07,2.0,1.0,0.4,Imperial Wharf,0.5,Chelsea Harbour Pier,2166.6666666666665,1.5,3.0,2
63367112,6500.0,Flat,2.0,sw6,2022-11-30,2.0,1.0,0.4,Wandsworth Town,0.6,Imperial Wharf,3250.0,1.0,2.0,2
62886108,6500.0,Flat,3.0,sw6,2022-11-15,3.0,1.0,0.1,West Brompton,0.1,West Brompton,2166.6666666666665,1.0,3.0,2
56734267,6500.0,Flat,3.0,sw6,2021-02-03,2.0,1.0,0.1,Putney Bridge,0.3,Putney Pier,2166.6666666666665,1.5,3.0,2
60773203,6500.0,Flat,2.0,sw5,2022-11-21,2.0,1.0,0.2,Gloucester Road,0.4,Earl's Court,3250.0,1.0,2.0,1
62406703,6500.0,Flat,2.0,sw7,2022-09-12,1.0,1.0,0.2,South Kensington,0.2,Gloucester Road,3250.0,2.0,2.0,1
43250896,6500.0,Flat,2.0,w1,2017-03-15,2.0,1.0,0.3,Regent's Park,0.3,Great Portland Street,3250.0,1.0,2.0,1
62081906,6500.0,Terraced House,5.0,sw4,2022-11-23,3.0,2.0,0.1,Wandsworth Road,0.3,Clapham High Street,1300.0,1.6666666666666667,2.5,2
49616490,6500.0,Maisonette,2.0,sw1,2018-11-08,2.0,1.0,0.2,Green Park,0.4,Piccadilly Circus,3250.0,1.0,2.0,1
56987566,6500.0,Flat,2.0,sw1,2022-12-07,2.0,1.0,0.3,Sloane Square,0.4,Knightsbridge,3250.0,1.0,2.0,1
60958649,6500.0,Flat,2.0,sw1,2022-10-20,2.0,1.0,0.3,Sloane Square,0.5,Knightsbridge,3250.0,1.0,2.0,1
60959256,6500.0,Flat,2.0,sw1,2022-03-10,2.0,1.0,0.3,Sloane Square,0.4,Knightsbridge,3250.0,1.0,2.0,1
61053102,6500.0,Flat,2.0,sw1,2022-03-18,2.0,1.0,0.3,Sloane Square,0.4,Knightsbridge,3250.0,1.0,2.0,1
61273735,6500.0,Flat,2.0,sw1,2022-04-20,2.0,1.0,0.3,Sloane Square,0.4,Knightsbridge,3250.0,1.0,2.0,1
62604951,6500.0,Flat,2.0,sw1,2022-10-08,2.0,1.0,0.3,Sloane Square,0.4,Knightsbridge,3250.0,1.0,2.0,1
48579899,6500.0,Flat,3.0,sw1,2022-12-09,2.0,2.0,0.2,Victoria,0.3,London Victoria,2166.6666666666665,1.5,1.5,1
62497830,6500.0,Flat,3.0,sw7,2022-09-23,3.0,1.0,0.1,South Kensington,0.3,Gloucester Road,2166.6666666666665,1.0,3.0,1
63318037,6500.0,Detached House,4.0,sw19,2022-11-24,4.0,1.0,0.6,Southfields,0.8,East Putney,1625.0,1.0,4.0,3
62824679,6500.0,Flat,1.0,sw7,2022-11-07,1.0,1.0,0.4,Knightsbridge,0.4,South Kensington,6500.0,1.0,1.0,1
62980367,6500.0,Flat,2.0,w1,2022-11-16,2.0,1.0,0.1,Green Park,0.4,Piccadilly Circus,3250.0,1.0,2.0,1
63326143,6500.0,Flat,2.0,w1,2022-11-25,2.0,1.0,0.2,Hyde Park Corner,0.3,Green Park,3250.0,1.0,2.0,1
63371981,6500.0,Flat,3.0,w1,2022-12-01,2.0,,0.2,Marble Arch,0.3,Bond Street Local Amenities,2166.6666666666665,1.5,,1
63375471,6500.0,Flat,3.0,w1,2022-12-01,3.0,3.0,0.0,Tottenham Court Road,0.1,Tottenham Court Road,2166.6666666666665,1.0,1.0,1
63421572,6500.0,Flat,2.0,w1,2022-12-07,2.0,1.0,0.2,Hyde Park Corner,0.3,Green Park,3250.0,1.0,2.0,1
63424700,6500.0,Flat,2.0,w1,2022-12-08,2.0,,0.1,Green Park,0.4,Bond Street,3250.0,1.0,,1
63439906,6500.0,Flat,1.0,w1,2022-12-09,2.0,1.0,0.3,Bond Street,0.3,Bond Street,6500.0,0.5,1.0,1
39204869,6500.0,Terraced House,3.0,sw3,2022-12-05,2.0,2.0,0.6,Gloucester Road,0.6,South Kensington,2166.6666666666665,1.5,1.5,1
62859719,6500.0,Flat,2.0,wc2,2022-11-11,2.0,1.0,0.2,Savoy Pier,0.2,Temple,3250.0,1.0,2.0,1
62619211,6500.0,Flat,2.0,sw3,2022-10-11,2.0,1.0,0.3,South Kensington,0.5,Knightsbridge,3250.0,1.0,2.0,1
63197301,6500.0,Flat,1.0,sw3,2022-11-20,1.0,1.0,0.2,South Kensington,0.5,Knightsbridge,6500.0,1.0,1.0,1
62848994,6500.0,Flat,3.0,w1,2022-11-10,2.0,1.0,0.1,Tottenham Court Road,0.2,Tottenham Court Road,2166.6666666666665,1.5,3.0,1
63367891,6500.0,Flat,3.0,sw3,2022-11-30,,,0.2,Sloane Square,0.6,South Kensington,2166.6666666666665,,,1
63485662,6500.0,Flat,3.0,ec2,2022-12-17,3.0,1.0,0.2,London Liverpool Street,0.3,Liverpool Street,2166.6666666666665,1.0,3.0,1
62874329,6500.0,Flat,3.0,sw11,2022-11-14,3.0,,0.2,Battersea Power Station,0.3,Battersea Park,2166.6666666666665,1.0,,1
62844079,6500.0,Flat,3.0,sw11,2022-11-09,,,0.2,Battersea Power Station,0.3,Battersea Park,2166.6666666666665,,,1
62821520,6500.0,Flat,3.0,sw11,2022-11-07,3.0,1.0,0.2,Battersea Power Station,0.4,Nine Elms,2166.6666666666665,1.0,3.0,1
60117491,6500.0,Flat,2.0,sw11,2021-11-04,2.0,1.0,0.2,Battersea Park,0.3,Battersea Power Station,3250.0,1.0,2.0,2
61456044,6500.0,Flat,4.0,nw1,2022-05-13,,2.0,0.1,Edgware Road Circle,0.1,Edgware Road Bakerloo,1625.0,,2.0,
63449417,6500.0,Flat,2.0,sw10,2022-12-12,2.0,1.0,0.4,Imperial Wharf,0.4,Chelsea Harbour Pier,3250.0,1.0,2.0,2
63387402,6500.0,Flat,3.0,sw10,2022-12-02,2.0,1.0,0.5,Imperial Wharf,0.5,Chelsea Harbour Pier,2166.6666666666665,1.5,3.0,2
63334735,6500.0,Flat,2.0,sw10,2022-11-26,2.0,1.0,0.6,West Brompton,0.6,West Brompton,3250.0,1.0,2.0,2
62822082,6500.0,Flat,3.0,sw10,2022-11-07,2.0,1.0,0.4,West Brompton,0.4,West Brompton,2166.6666666666665,1.5,3.0,2
60945818,6500.0,Flat,3.0,sw10,2022-03-09,3.0,1.0,0.4,Fulham Broadway,0.5,Imperial Wharf,2166.6666666666665,1.0,3.0,2
63398302,6500.0,Terraced House,4.0,sw12,2022-12-05,2.0,1.0,0.6,Clapham South,0.7,Streatham Hill,1625.0,2.0,4.0,2
62740048,6500.0,Flat,2.0,w1,2022-10-26,2.0,1.0,0.2,Green Park,0.3,Hyde Park Corner,3250.0,1.0,2.0,1
62740022,6500.0,Flat,2.0,w1,2022-10-26,2.0,1.0,0.2,Green Park,0.3,Hyde Park Corner,3250.0,1.0,2.0,1
62557798,6500.0,Flat,2.0,w1,2022-10-03,2.0,1.0,0.2,Baker Street,0.2,Marylebone,3250.0,1.0,2.0,1
63038725,6500.0,Flat,3.0,sw19,2022-11-17,,,0.5,Wimbledon Chase,0.6,Wimbledon,2166.6666666666665,,,3
62466193,6500.0,Property,3.0,sw19,2022-11-14,2.0,1.0,0.5,Wimbledon Chase,0.6,Wimbledon,2166.6666666666665,1.5,3.0,3
62318101,6500.0,Flat,3.0,sw19,2022-11-14,2.0,2.0,0.5,Wimbledon Chase,0.6,Wimbledon,2166.6666666666665,1.5,1.5,3
62156899,6500.0,Flat,3.0,sw19,2022-08-09,2.0,2.0,0.5,Wimbledon Chase,0.7,Raynes Park,2166.6666666666665,1.5,1.5,3
50640792,6500.0,Detached House,4.0,sw19,2022-12-08,4.0,2.0,0.6,Southfields,0.8,East Putney,1625.0,1.0,2.0,3
47780022,6500.0,Flat,3.0,sw19,2018-05-27,1.0,1.0,0.2,Haydons Road,0.6,Wimbledon Park,2166.6666666666665,3.0,3.0,3
43527256,6500.0,Terraced House,4.0,sw19,2017-04-12,3.0,1.0,0.5,South Wimbledon,0.5,South Merton,1625.0,1.3333333333333333,4.0,3
63308274,6500.0,Detached House,4.0,sw15,2022-11-23,3.0,2.0,0.5,Barnes,0.6,Putney Pier,1625.0,1.3333333333333333,2.0,3
62825053,6500.0,Detached House,4.0,sw15,2022-11-07,3.0,2.0,0.5,Barnes,0.6,Putney Pier,1625.0,1.3333333333333333,2.0,3
62777292,6500.0,Detached House,4.0,sw15,2022-11-01,3.0,1.0,0.5,Barnes,0.7,Putney Pier,1625.0,1.3333333333333333,4.0,3
43484820,6500.0,Flat,2.0,w1,2022-06-09,1.0,1.0,0.3,Goodge Street,0.3,Great Portland Street,3250.0,2.0,2.0,1
51018915,6500.0,Flat,1.0,w1,2019-04-03,1.0,1.0,0.2,Marble Arch,0.3,Bond Street,6500.0,1.0,1.0,1
60321501,6500.0,Flat,2.0,w1,2022-11-08,2.0,1.0,0.2,Hyde Park Corner,0.3,Green Park,3250.0,1.0,2.0,1
60786073,6500.0,Flat,2.0,w1,2022-12-08,2.0,1.0,0.2,Hyde Park Corner,0.3,Green Park,3250.0,1.0,2.0,1
60841592,6500.0,Flat,1.0,w1,2022-12-14,2.0,,0.1,Green Park,0.4,Hyde Park Corner,6500.0,0.5,,1
61117880,6500.0,Flat,3.0,w1,2022-03-29,,1.0,0.2,Bond Street,0.2,Marble Arch,2166.6666666666665,,3.0,1
61469267,6500.0,Flat,2.0,w1,2022-05-14,2.0,1.0,0.2,Green Park,0.3,Hyde Park Corner,3250.0,1.0,2.0,1
61611406,6500.0,Flat,2.0,w1,2022-06-01,2.0,1.0,0.3,Goodge Street,0.3,Great Portland Street,3250.0,1.0,2.0,1
61613771,6500.0,Flat,2.0,w1,2022-06-01,1.0,1.0,0.1,Great Portland Street,0.2,Regent's Park,3250.0,2.0,2.0,1
61615068,6500.0,Flat,2.0,w1,2022-06-01,1.0,1.0,0.3,Goodge Street,0.3,Oxford Circus,3250.0,2.0,2.0,1
61673545,6500.0,Flat,2.0,w1,2022-06-10,1.0,1.0,0.3,Oxford Circus,0.3,Great Portland Street,3250.0,2.0,2.0,1
62050058,6500.0,Flat,3.0,w1,2022-07-27,2.0,,0.1,Piccadilly Circus,0.3,Leicester Square,2166.6666666666665,1.5,,1
62173290,6500.0,Studio,1.0,w1,2022-08-11,1.0,1.0,0.3,Green Park,0.4,Hyde Park Corner,6500.0,1.0,1.0,1
62305193,6500.0,Flat,3.0,w1,2022-08-30,3.0,2.0,0.2,Goodge Street,0.3,Oxford Circus,2166.6666666666665,1.0,1.5,1
62366652,6500.0,Terraced House,3.0,w1,2022-09-07,2.0,1.0,0.1,Bond Street,0.1,Bond Street,2166.6666666666665,1.5,3.0,1
53308747,6500.0,Flat,2.0,sw10,2022-11-25,2.0,1.0,0.4,Imperial Wharf,0.4,Chelsea Harbour Pier,3250.0,1.0,2.0,2
53199041,6500.0,Flat,2.0,sw10,2022-11-25,2.0,1.0,0.4,Imperial Wharf,0.4,Chelsea Harbour Pier,3250.0,1.0,2.0,2
42982732,6500.0,Flat,2.0,sw10,2022-11-25,2.0,1.0,0.4,Imperial Wharf,0.4,Chelsea Harbour Pier,3250.0,1.0,2.0,2
62215687,6500.0,Flat,1.0,sw1,2022-08-17,1.0,1.0,0.3,Lambeth Pier,0.3,St. James's Park,6500.0,1.0,1.0,1
62754001,6500.0,Flat,2.0,sw5,2022-10-28,2.0,1.0,0.2,Earl's Court,0.3,West Brompton,3250.0,1.0,2.0,2
62866708,6500.0,Terraced House,2.0,sw5,2022-11-11,2.0,,0.2,Earl's Court,0.3,West Brompton,3250.0,1.0,,2
63312755,6500.0,Flat,3.0,sw5,2022-11-24,3.0,,0.2,Earl's Court,0.4,Gloucester Road,2166.6666666666665,1.0,,1
63317852,6500.0,Flat,2.0,sw5,2022-11-24,2.0,1.0,0.2,Earl's Court,0.3,West Brompton,3250.0,1.0,2.0,2
62877463,6500.0,Flat,3.0,n1,2022-11-14,2.0,,0.3,Angel,0.5,Essex Road,2166.6666666666665,1.5,,1
62885179,6500.0,Flat,2.0,n1,2022-11-15,1.0,1.0,0.3,Old Street,0.3,Old Street,3250.0,2.0,2.0,1
62208531,6500.0,Flat,3.0,sw6,2022-08-16,4.0,2.0,0.1,Chelsea Harbour Pier,0.1,Imperial Wharf,2166.6666666666665,0.75,1.5,2
62584470,6500.0,Flat,3.0,sw6,2022-10-06,3.0,1.0,0.1,Chelsea Harbour Pier,0.1,Imperial Wharf,2166.6666666666665,1.0,3.0,2
54734287,6500.0,Flat,2.0,sw8,2022-12-12,2.0,1.0,0.1,St George Wharf Pier,0.2,Vauxhall,3250.0,1.0,2.0,1
61641350,6500.0,Flat,2.0,sw8,2022-12-09,2.0,1.0,0.1,St George Wharf Pier,0.2,Vauxhall,3250.0,1.0,2.0,1
63326688,6500.0,Flat,3.0,sw8,2022-11-25,2.0,1.0,0.8,Aylesbury,1.5,Stoke Mandeville,2166.6666666666665,1.5,3.0,
63344236,6500.0,Terraced House,2.0,sw8,2022-11-28,2.0,2.0,0.1,St George Wharf Pier,0.2,Vauxhall,3250.0,1.0,1.0,1
63423548,6500.0,Flat,3.0,sw8,2022-12-08,2.0,1.0,0.2,St George Wharf Pier,0.2,Nine Elms,2166.6666666666665,1.5,3.0,1
55732234,6500.0,Flat,2.0,sw10,2022-11-24,2.0,1.0,0.4,Chelsea Harbour Pier,0.4,Imperial Wharf,3250.0,1.0,2.0,2
62681950,6500.0,Flat,2.0,w2,2022-10-19,2.0,1.0,0.1,Edgware Road Bakerloo,0.1,Edgware Road Circle,3250.0,1.0,2.0,
44101952,6500.0,Semi-Detached House,5.0,sw20,2017-06-09,2.0,1.0,0.2,Wimbledon Chase,0.6,Raynes Park,1300.0,2.5,5.0,3
63401778,6500.0,Flat,3.0,sw7,2022-12-05,3.0,,0.1,South Kensington,0.3,Gloucester Road,2166.6666666666665,1.0,,1
58013582,6500.0,Flat,3.0,w2,2022-11-30,4.0,2.0,0.2,Paddington,0.2,Lancaster Gate,2166.6666666666665,0.75,1.5,1
62446887,6500.0,Flat,2.0,w2,2022-09-16,2.0,2.0,0.2,Bayswater,0.3,Queensway,3250.0,1.0,1.0,1
62788619,6500.0,Flat,2.0,w2,2022-11-02,2.0,2.0,0.2,Lancaster Gate,0.3,Paddington,3250.0,1.0,1.0,1
62955852,6500.0,Flat,2.0,w2,2022-11-16,2.0,,0.2,Queensway,0.3,Bayswater,3250.0,1.0,,1
63432445,6500.0,Terraced House,3.0,w2,2022-12-08,2.0,1.0,0.2,Lancaster Gate,0.2,Paddington,2166.6666666666665,1.5,3.0,1
63334734,6500.0,Flat,2.0,sw7,2022-11-26,2.0,1.0,0.3,Knightsbridge,0.5,South Kensington,3250.0,1.0,2.0,1
63316124,6500.0,Terraced House,3.0,sw7,2022-11-24,2.0,1.0,0.2,Gloucester Road,0.3,South Kensington,2166.6666666666665,1.5,3.0,1
62850300,6500.0,Flat,3.0,sw7,2022-11-10,2.0,,0.1,South Kensington,0.3,Gloucester Road,2166.6666666666665,1.5,,1
61970416,6500.0,Flat,2.0,sw5,2022-07-16,1.0,1.0,0.2,Earl's Court,0.3,West Brompton,3250.0,2.0,2.0,2
62582633,6500.0,Flat,5.0,sw7,2022-10-05,2.0,1.0,0.2,Gloucester Road,0.4,Earl's Court,1300.0,2.5,5.0,1
63422223,6500.0,Flat,2.0,wc2,2022-12-08,2.0,1.0,0.2,Temple,0.3,Chancery Lane,3250.0,1.0,2.0,1
61287222,6500.0,Flat,2.0,wc2,2022-04-21,2.0,1.0,0.0,Temple,0.3,Savoy Pier,3250.0,1.0,2.0,1
62237916,6500.0,Flat,1.0,sw1,2022-08-19,1.0,1.0,0.2,Millbank Millennium Pier,0.2,Lambeth Pier,6500.0,1.0,1.0,
62526789,6500.0,Flat,2.0,sw1,2022-09-28,2.0,1.0,0.2,London Victoria,0.2,Victoria,3250.0,1.0,2.0,1
63435466,6500.0,Flat,3.0,sw1,2022-12-09,2.0,1.0,0.2,London Victoria,0.2,Victoria,2166.6666666666665,1.5,3.0,1
63442820,6500.0,Flat,3.0,sw8,2022-12-10,2.0,1.0,0.2,Nine Elms,0.2,St George Wharf Pier,2166.6666666666665,1.5,3.0,1
63423619,6500.0,Flat,3.0,sw8,2022-12-08,3.0,,0.1,Vauxhall,0.2,Vauxhall,2166.6666666666665,1.0,,1
63417004,6500.0,Flat,3.0,sw8,2022-12-07,2.0,1.0,0.2,Nine Elms,0.3,Battersea Power Station,2166.6666666666665,1.5,3.0,1
63342307,6500.0,Flat,2.0,sw8,2022-11-28,2.0,,0.1,Vauxhall,0.2,Vauxhall,3250.0,1.0,,1
62730220,6500.0,Flat,3.0,sw8,2022-10-25,1.0,1.0,0.2,Nine Elms,0.3,Battersea Power Station Communal Pool Attractive Views,2166.6666666666665,3.0,3.0,1
62720415,6500.0,Flat,3.0,sw8,2022-10-24,3.0,,0.1,Vauxhall,0.1,Vauxhall,2166.6666666666665,1.0,,1
62581359,6500.0,Flat,3.0,sw8,2022-10-05,3.0,,0.1,Nine Elms,0.3,St George Wharf Pier,2166.6666666666665,1.0,,1
62288297,6500.0,Flat,2.0,sw8,2022-08-26,2.0,1.0,0.2,Vauxhall,0.2,St George Wharf Pier,3250.0,1.0,2.0,1
62511726,6500.0,Flat,3.0,sw3,2022-09-26,2.0,2.0,0.4,Cadogan Pier,0.7,Chelsea Harbour Pier,2166.6666666666665,1.5,1.5,
62712438,6500.0,Flat,2.0,sw3,2022-10-22,2.0,1.0,0.4,Cadogan Pier,0.4,Sloane Square,3250.0,1.0,2.0,1
62867409,6500.0,Flat,3.0,sw3,2022-11-12,2.0,1.0,0.3,Cadogan Pier,0.7,Chelsea Harbour Pier,2166.6666666666665,1.5,3.0,
63453811,6500.0,Property,3.0,nw8,2022-12-13,2.0,2.0,0.2,London Marylebone,0.2,Marylebone,2166.6666666666665,1.5,1.5,1
62865770,6500.0,Flat,4.0,nw8,2022-11-11,3.0,2.0,0.4,London Marylebone,0.4,Marylebone Concierge New Listing,1625.0,1.3333333333333333,2.0,
62865572,6500.0,Flat,4.0,nw8,2022-11-11,2.0,1.0,0.3,St. John's Wood,0.3,Maida Vale Lift Concierge,1625.0,2.0,4.0,
62759787,6500.0,Flat,4.0,nw8,2022-10-28,2.0,1.0,0.3,St. John's Wood,0.4,Maida Vale,1625.0,2.0,4.0,2
62751635,6500.0,Flat,4.0,nw8,2022-10-27,3.0,2.0,0.3,St. John's Wood,0.3,Maida Vale,1625.0,1.3333333333333333,2.0,2
62729976,6500.0,Flat,4.0,nw8,2022-10-25,3.0,2.0,0.3,St. John's Wood,0.3,Maida Vale,1625.0,1.3333333333333333,2.0,2
62586368,6500.0,Flat,2.0,nw8,2022-10-06,2.0,1.0,0.1,St. John's Wood,0.4,South Hampstead,3250.0,1.0,2.0,2
61914128,6500.0,Flat,4.0,nw8,2022-07-09,2.0,1.0,0.2,St. John's Wood,0.4,Maida Vale,1625.0,2.0,4.0,2
61784031,6500.0,Flat,3.0,nw8,2022-11-22,2.0,2.0,0.4,London Marylebone,0.5,Marylebone,2166.6666666666665,1.5,1.5,1
57253749,6500.0,Detached House,3.0,nw8,2019-09-25,,,0.2,St. John's Wood,0.3,South Hampstead,2166.6666666666665,,,2
50468474,6500.0,Flat,4.0,nw8,2022-09-27,3.0,1.0,0.4,St. John's Wood,0.6,Swiss Cottage,1625.0,1.3333333333333333,4.0,2
63422222,6500.0,Property,2.0,wc2,2022-12-08,2.0,1.0,0.1,Chancery Lane,0.3,Holborn,3250.0,1.0,2.0,1
62866067,6500.0,Flat,2.0,nw1,2022-11-11,1.0,1.0,0.1,Edgware Road Bakerloo,0.1,Edgware Road Circle,3250.0,2.0,2.0,
60174211,6500.0,Flat,2.0,w1,2022-11-11,2.0,1.0,0.2,Hyde Park Corner,0.3,Green Park,3250.0,1.0,2.0,1
61190832,6500.0,Flat,3.0,se1,2022-04-07,2.0,1.0,0.1,Lambeth Pier,0.2,Millbank Millennium Pier,2166.6666666666665,1.5,3.0,
61979815,6500.0,Flat,2.0,w8,2022-11-30,2.0,1.0,0.2,High Street Kensington,0.6,Gloucester Road,3250.0,1.0,2.0,1
61514233,6500.0,Flat,3.0,w8,2022-05-20,2.0,1.0,0.2,High Street Kensington,0.4,Earl's Court,2166.6666666666665,1.5,3.0,1
60773769,6500.0,Flat,3.0,w8,2022-02-21,2.0,1.0,0.2,High Street Kensington,0.6,Queensway,2166.6666666666665,1.5,3.0,1
60355085,6500.0,Flat,1.0,w8,2021-12-10,1.0,1.0,0.3,High Street Kensington,0.3,Notting Hill Gate Lift Communal Pool,6500.0,1.0,1.0,1
51926429,6500.0,Flat,4.0,w8,2022-12-13,3.0,2.0,0.2,High Street Kensington,0.4,Notting Hill Gate,1625.0,1.3333333333333333,2.0,1
49808302,6500.0,Detached House,3.0,w8,2022-06-24,2.0,,0.1,High Street Kensington,0.5,Earl's Court,2166.6666666666665,1.5,,1
41331159,6500.0,Property,3.0,w8,2021-11-10,3.0,1.0,0.2,High Street Kensington,0.6,Kensington Olympia,2166.6666666666665,1.0,3.0,1
40326556,6500.0,Flat,3.0,w8,2016-08-22,3.0,1.0,0.3,High Street Kensington,0.5,Gloucester Road,2166.6666666666665,1.0,3.0,1
62813792,6500.0,Flat,3.0,se1,2022-11-05,3.0,1.0,0.1,Lambeth North,0.3,London Waterloo,2166.6666666666665,1.0,3.0,1
62368178,6500.0,Flat,2.0,se1,2022-09-07,1.0,1.0,0.1,Borough,0.4,Bankside Pier,3250.0,2.0,2.0,1
63462099,6500.0,Flat,2.0,nw6,2022-12-14,2.0,,0.2,South Hampstead,0.3,Swiss Cottage,3250.0,1.0,,2
61630914,6500.0,Flat,2.0,nw6,2022-06-06,1.0,1.0,0.1,Kilburn,0.1,Brondesbury,3250.0,2.0,2.0,2
63323034,6500.0,Terraced House,4.0,nw5,2022-11-25,3.0,1.0,0.2,Gospel Oak,0.4,Tufnell Park,1625.0,1.3333333333333333,4.0,2
62056575,6500.0,Flat,2.0,w11,2022-12-13,2.0,1.0,0.2,Notting Hill Gate,0.4,Holland Park,3250.0,1.0,2.0,1
63316478,6500.0,Townhouse,4.0,nw5,2022-11-24,3.0,1.0,0.2,Gospel Oak,0.4,Kentish Town,1625.0,1.3333333333333333,4.0,2
63318789,6500.0,Flat,3.0,e1,2022-11-24,2.0,1.0,0.2,Aldgate East,0.3,Tower Gateway,2166.6666666666665,1.5,3.0,1
62831810,6500.0,Terraced House,4.0,nw5,2022-11-08,3.0,1.0,0.2,Gospel Oak,0.4,Tufnell Park,1625.0,1.3333333333333333,4.0,2
62724450,6500.0,Flat,3.0,w9,2022-10-25,3.0,1.0,0.3,Royal Oak,0.3,Warwick Avenue,2166.6666666666665,1.0,3.0,2
63428301,6500.0,Flat,4.0,w14,2022-12-08,3.0,1.0,0.2,Kensington (Olympia),0.3,Kensington Olympia,1625.0,1.3333333333333333,4.0,2
63363850,6500.0,Detached House,4.0,w14,2022-11-30,3.0,1.0,0.2,Kensington (Olympia),0.3,Kensington Olympia,1625.0,1.3333333333333333,4.0,2
63360697,6500.0,Flat,3.0,w14,2022-11-30,2.0,1.0,0.2,Kensington (Olympia),0.2,Kensington Olympia,2166.6666666666665,1.5,3.0,2
62962716,6500.0,Flat,3.0,w8,2022-11-16,2.0,1.0,0.3,High Street Kensington,0.4,Earl's Court,2166.6666666666665,1.5,3.0,1
62958146,6500.0,Terraced House,4.0,w14,2022-11-16,3.0,1.0,0.2,Kensington (Olympia),0.3,Kensington Olympia,1625.0,1.3333333333333333,4.0,2
63358352,6500.0,Flat,1.0,w8,2022-11-30,1.0,1.0,0.3,Holland Park,0.4,Notting Hill Gate,6500.0,1.0,1.0,2
63471026,6500.0,Flat,4.0,w8,2022-12-15,4.0,1.0,0.2,High Street Kensington,0.4,Notting Hill Gate,1625.0,1.0,4.0,1
